Atualizado em: 2023-06-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMPRESA_SIGLA;EMPRESA_NOME;EMPRESA_NACIONALIDADE;ANO;MES;AEROPORTO_DE_ORIGEM_SIGLA;AEROPORTO_DE_ORIGEM_NOME;AEROPORTO_DE_ORIGEM_UF;AEROPORTO_DE_ORIGEM_REGIAO;AEROPORTO_DE_ORIGEM_PAIS;AEROPORTO_DE_ORIGEM_CONTINENTE;AEROPORTO_DE_DESTINO_SIGLA;AEROPORTO_DE_DESTINO_NOME;AEROPORTO_DE_DESTINO_UF;AEROPORTO_DE_DESTINO_REGIAO;AEROPORTO_DE_DESTINO_PAIS;AEROPORTO_DE_DESTINO_CONTINENTE;NATUREZA;GRUPO_DE_VOO;PASSAGEIROS_PAGOS;PASSAGEIROS_GRATIS;CARGA_PAGA_KG;CARGA_GRATIS_KG;CORREIO_KG;ASK;RPK;ATK;RTK;DISTANCIA_VOADA_KM;DECOLAGENS;CARGA_PAGA_KM;CARGA_GRATIS_KM;CORREIO_KM;ASSENTOS;PAYLOAD;HORAS_VOADAS;BAGAGEM_KG
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3116;570;31188;4322;0;6636020;4077720;703872;431397;52452;31;47975000;6561580;0;3922;416000;78,38;45867
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;107;9;363;10;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;353;48;3777;0;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1516;208;2639;733;0;3548660;2262510;377860;215641;32858;14;6160880;0;0;1512;161000;53,84;17059
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBNT;PARNAMIRIM;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;132;1;38;1;0;374976;212660;39928;19765;3472;8;127596;14756;0;864;92000;7,27;8510
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;54;0;0;0;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;75;3;70;51;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;839;48;2086;25;0;1015740;526053;108150;48941;9405;15;1307920;15675;0;1620;172500;16,96;13057
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2373;1;0;0;0;0;0;3,85;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1087;61;5142;725;0;3291840;1456940;350520;138103;30480;30;5877560;1447800;0;3240;345000;49,12;22508
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;47;0;0;0;0;53676;23359;5715;2121;497;1;0;0;0;108;11500;0,97;743
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1425;18;3919;725;0;3327910;1234550;354330;114947;30814;62;5008770;611310;0;6696;713000;59,78;34966
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SWJI;JI-PARANÁ;RO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;759;26;0;0;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2820;157;8269;10503;0;6120140;2942170;651682;268759;56668;62;7933520;10714800;0;6696;713000;106,13;43977
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;61;0;65;238;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;20;2;306;306;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;298;60;414;3078;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;46;0;0;0;0;0;0;0;0;0;1;0;0;0;108;11500;0,3;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;674;2;0;0;0;0;0;2,1;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;183090;0;0;89125;61691;7751;23;0;0;61701300;0;264500;23,42;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4255;242;1984;5805;0;3785180;2204990;403000;207826;35048;104;1794190;3279350;0;11232;1196000;117,14;115103
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;78;4;10;8;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1194;3;0;0;0;0;0;2,65;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;105271;38228;9154;23;38238200;20483900;0;0;264500;21,88;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBNT;PARNAMIRIM;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;181;30;113;584;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1669;46;3075;5805;0;3635280;2353960;387090;213038;33660;30;2968810;5133150;0;3240;345000;65,23;29892
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;126;22;2394;3744;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;168;12;0;0;0;0;0;4,06;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;87840;0;10800;0;720;2;0;0;0;244;30000;2,17;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3020;238;5912;4085;0;8155730;5256890;868434;486929;75516;62;17011800;18212800;0;6696;713000;124,19;62135
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;161;3;2;178;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;110285;39440;9591;23;39451100;11612600;0;0;264500;21,3;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;43;0;0;0;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;228;34;1541;15;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6322;104;12560;2339;0;2270920;1377350;241746;120269;21027;129;2660650;458519;0;13932;1483500;68,72;88174
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCG;CAMPO GRANDE;MS;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;651;5;623;204;0;2393820;1532240;254882;134004;22165;31;1603030;1234800;0;3348;356500;37,3;24475
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;161;5;711;34;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;42;0;56;0;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;68;0;17;0;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;66;4;71;0;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;402;4;295;2;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;KMIA;MIAMI, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;5991;397;0;0;0;82832500;39384800;15830200;3740410;368144;56;0;0;0;12600;2408000;471,51;119649
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;9405;1;0;0;0;0;0;11,45;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;LFPG;PARIS;;;FRANÇA;EUROPA;INTERNACIONAL;REGULAR;4069;113;0;0;0;65599900;45407300;12536900;4346040;291555;31;0;0;0;6975;1333000;355,88;100001
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2749;92;12916;7908;0;5725080;3098520;609584;289967;53010;62;12351300;7325640;0;6696;713000;100,96;52934
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3090;105;1345;773;0;3327910;1535730;354330;147425;30814;62;668465;384181;0;6696;713000;63,87;63590
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;359;1;0;0;0;0;0;0,88;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;164669;0;0;86688;59108;7539;21;0;0;59116200;0;241500;19,76;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6089;200;3996;1630;0;4730180;2692860;503616;249795;43798;122;5259350;3250390;0;13176;1403000;111,14;118754
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1224;50;7433;7088;0;4452840;1627920;474145;156330;41230;31;9885890;9427040;0;3348;356500;69,96;18320
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1837;81;137;564;0;2829060;1552260;301227;136602;26195;31;115765;476580;0;3348;356500;51,48;23766
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;384;10;2169;934;0;166860;65405;17766;5836;1545;3;0;0;0;324;34500;3,53;1810
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1294;138;12952;11633;0;4055620;2236690;431840;222064;37552;16;20221800;21867000;0;1728;184000;55,51;15508
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;3;1;0;0;178365;36396;1011;93000;60181;8088;24;0;0;60109000;108;276000;19,42;24
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2979;163;9324;14762;0;2732730;1262060;297366;119316;24938;74;6071060;7072280;0;8109;882500;64,62;55286
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;8960;0;0;0;0;0;2;0;0;0;108;23000;2,61;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;116;6;678;138;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJV;JOINVILLE;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;103;3;0;0;0;84024;40067;8946;3531;778;2;0;0;0;216;23000;2,35;1355
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBNF;NAVEGANTES;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;532;7;227;63;0;1047820;595350;111562;54960;9702;22;2290550;1387830;0;2376;253000;23,79;18211
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBNT;PARNAMIRIM;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;537;126;981;1276;0;;;;;;;;;;;;;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2769;88;13191;9066;0;3086420;1443620;328647;128700;28578;33;3794810;2423070;0;3564;379500;57;19228
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2889;248;99138;101376;0;7034150;4414200;748991;415489;65131;31;22928200;29161900;0;3348;356500;96,79;29278
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;84;3;0;0;0;0;0;1,42;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4599;350;84105;95393;0;14139600;8849940;2224460;1055060;90024;62;252426000;265914000;0;9738;1532000;137,53;94694
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;102886;0;0;142301;55340;12374;23;0;0;55352700;0;264500;26,13;0
BLC;TAM-TRANSPORTE AEREOS MERIDIONAIS;BRASILEIRA;2000;8;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1097;6;989;119;0;3729240;2906280;397080;261000;34530;30;1138340;136969;0;3240;345000;56,51;36408
